Federal organization,Fiscal year,GHG source,GHG scope,Energy use (GJ),Emissions (kt),Energy use category,Data_present
National Battlefields Commission,2020-21,facilities,2,4062,0,Low,True
National Defence,2020-21,facilities,1,288110,19,Moderate,True
National Defence,2020-21,facilities,1,303551,21,Moderate,True
National Defence,2020-21,facilities,1,266177,18,Moderate,True
National Defence,2020-21,facilities,1,4000,0,Low,True
National Defence,2020-21,facilities,1,3405,0,Low,True
National Defence,2020-21,facilities,1,63216,3,Moderate,True
National Defence,2020-21,facilities,1,5742527,282,High,True
National Defence,2020-21,facilities,2,1079,0,Low,True
National Defence,2020-21,facilities,2,62097,5,Moderate,True
National Defence,2020-21,facilities,2,3135333,125,High,True
National Defence,2020-21,fleet,1,113,0,Low,True
National Defence,2020-21,fleet,1,140966,10,Moderate,True
National Defence,2020-21,fleet,1,14920,0,Moderate,True
National Defence,2020-21,fleet,1,6736,0,Low,True
National Defence,2020-21,fleet,1,193,0,Low,True
National Defence,2020-21,fleet,1,89667,5,Moderate,True
National Defence,2020-21,fleet,1,650,0,Low,True
National Research Council Canada,2020-21,facilities,1,6376,0,Low,True
National Research Council Canada,2020-21,facilities,1,14350,1,Moderate,True
National Research Council Canada,2020-21,facilities,1,1611,0,Low,True
National Research Council Canada,2020-21,facilities,1,5347,0,Low,True
National Research Council Canada,2020-21,facilities,1,438079,21,Moderate,True
National Research Council Canada,2020-21,facilities,2,8092,0,Low,True
National Research Council Canada,2020-21,facilities,2,39490,3,Moderate,True
National Research Council Canada,2020-21,facilities,2,428449,9,Moderate,True
National Research Council Canada,2020-21,fleet,1,8781,0,Low,True
National Research Council Canada,2020-21,fleet,1,23,0,Low,True
National Research Council Canada,2020-21,fleet,1,121,0,Low,True
National Research Council Canada,2020-21,fleet,1,1799,0,Low,True
Natural Resources Canada,2020-21,facilities,1,8759,0,Low,True
Natural Resources Canada,2020-21,facilities,1,172,0,Low,True
Natural Resources Canada,2020-21,facilities,1,1453,0,Low,True
Natural Resources Canada,2020-21,facilities,1,262235,13,Moderate,True
Natural Resources Canada,2020-21,facilities,2,247,0,Low,True
Natural Resources Canada,2020-21,facilities,2,8723,0,Low,True
Natural Resources Canada,2020-21,facilities,2,162630,4,Moderate,True
Natural Resources Canada,2020-21,fleet,1,1061,0,Low,True
Natural Resources Canada,2020-21,fleet,1,25,0,Low,True
Natural Resources Canada,2020-21,fleet,1,7,0,Low,True
Natural Resources Canada,2020-21,fleet,1,2,0,Low,True
Natural Resources Canada,2020-21,fleet,1,4682,0,Low,True
Parks Canada,2020-21,facilities,1,30672,2,Moderate,True
Parks Canada,2020-21,facilities,1,13328,0,Moderate,True
Parks Canada,2020-21,facilities,1,43524,2,Moderate,True
Parks Canada,2020-21,facilities,1,70921,3,Moderate,True
Parks Canada,2020-21,facilities,2,167219,7,Moderate,True
Parks Canada,2020-21,fleet,1,56240,3,Moderate,True
Parks Canada,2020-21,fleet,1,26291,1,Moderate,True
Parks Canada,2020-21,fleet,1,23657,1,Moderate,True
Parks Canada,2020-21,fleet,1,63017,4,Moderate,True
Public Health Agency of Canada,2020-21,facilities,1,1241,0,Low,True
Public Health Agency of Canada,2020-21,facilities,1,131287,6,Moderate,True
Public Health Agency of Canada,2020-21,facilities,2,74699,0,Moderate,True
Public Safety Canada,2020-21,facilities,1,736,0,Low,True
Public Safety Canada,2020-21,facilities,1,94084,4,Moderate,True
Public Safety Canada,2020-21,facilities,2,88332,0,Moderate,True
Public Services and Procurement Canada,2020-21,facilities,1,45818,3,Moderate,True
Public Services and Procurement Canada,2020-21,facilities,1,234,0,Low,True
Public Services and Procurement Canada,2020-21,facilities,1,7778,0,Low,True
Public Services and Procurement Canada,2020-21,facilities,1,930552,46,Moderate,True
Public Services and Procurement Canada,2020-21,facilities,2,325689,0,Moderate,True
Public Services and Procurement Canada,2020-21,facilities,2,509510,41,Moderate,True
Public Services and Procurement Canada,2020-21,facilities,2,58775,5,Moderate,True
Public Services and Procurement Canada,2020-21,facilities,2,2521115,19,High,True
Public Services and Procurement Canada,2020-21,fleet,1,1862,0,Low,True
Public Services and Procurement Canada,2020-21,fleet,1,56,0,Low,True
Public Services and Procurement Canada,2020-21,fleet,1,27,0,Low,True
Public Services and Procurement Canada,2020-21,fleet,1,13,0,Low,True
Public Services and Procurement Canada,2020-21,fleet,1,6427,0,Low,True
Royal Canadian Mounted Police,2020-21,facilities,1,51370,3,Moderate,True
Royal Canadian Mounted Police,2020-21,facilities,1,32755,2,Moderate,True
Royal Canadian Mounted Police,2020-21,facilities,1,14266,1,Moderate,True
Royal Canadian Mounted Police,2020-21,facilities,1,12071,0,Moderate,True
Royal Canadian Mounted Police,2020-21,facilities,1,339562,16,Moderate,True
Royal Canadian Mounted Police,2020-21,facilities,2,420913,35,Moderate,True
Royal Canadian Mounted Police,2020-21,fleet,1,2929,0,Low,True
Royal Canadian Mounted Police,2020-21,fleet,1,564,0,Low,True
Royal Canadian Mounted Police,2020-21,fleet,1,233,0,Low,True
Royal Canadian Mounted Police,2020-21,fleet,1,18068,1,Moderate,True
Shared Services Canada,2020-21,facilities,1,4757,0,Low,True
Shared Services Canada,2020-21,facilities,2,51058,0,Moderate,True
Shared Services Canada,2020-21,fleet,1,8,0,Low,True
Shared Services Canada,2020-21,fleet,1,3771,0,Low,True
Transport Canada,2020-21,facilities,1,24266,1,Moderate,True
Transport Canada,2020-21,facilities,1,4544,0,Low,True
Transport Canada,2020-21,facilities,1,3948,0,Low,True
Transport Canada,2020-21,facilities,1,21631,1,Moderate,True
Transport Canada,2020-21,facilities,2,105152,1,Moderate,True
Transport Canada,2020-21,fleet,1,118282,8,Moderate,True
Transport Canada,2020-21,fleet,1,486533,34,Moderate,True
Transport Canada,2020-21,fleet,1,158,0,Low,True
Transport Canada,2020-21,fleet,1,10240,0,Moderate,True
Transport Canada,2020-21,fleet,1,25,0,Low,True
Agriculture and Agri-Food Canada,2021-22,facilities,1,4807,0,Low,True
Agriculture and Agri-Food Canada,2021-22,facilities,1,36693,2,Moderate,True
Agriculture and Agri-Food Canada,2021-22,facilities,1,938,0,Low,True
Agriculture and Agri-Food Canada,2021-22,facilities,1,436252,22,Moderate,True
Agriculture and Agri-Food Canada,2021-22,facilities,2,58705,4,Moderate,True
Agriculture and Agri-Food Canada,2021-22,facilities,2,421984,22,Moderate,True
Agriculture and Agri-Food Canada,2021-22,fleet,1,22097,1,Moderate,True
Agriculture and Agri-Food Canada,2021-22,fleet,1,3597,0,Low,True
Agriculture and Agri-Food Canada,2021-22,fleet,1,4281,0,Low,True
Agriculture and Agri-Food Canada,2021-22,fleet,1,16559,1,Moderate,True
Agriculture and Agri-Food Canada,2021-22,fleet,1,8,0,Low,True
Canada Border Services Agency,2021-22,facilities,1,1704,0,Low,True
Canada Border Services Agency,2021-22,facilities,1,8780,0,Low,True
Canada Border Services Agency,2021-22,facilities,1,2971,0,Low,True
Canada Border Services Agency,2021-22,facilities,1,60683,3,Moderate,True
Canada Border Services Agency,2021-22,facilities,2,126720,3,Moderate,True
Canada Border Services Agency,2021-22,fleet,1,2548,0,Low,True
Canada Border Services Agency,2021-22,fleet,1,68,0,Low,True
Canada Border Services Agency,2021-22,fleet,1,88,0,Low,True
Canada Border Services Agency,2021-22,fleet,1,57760,3,Moderate,True
Canada Revenue Agency,2021-22,fleet,1,99,0,Low,True
Canada Revenue Agency,2021-22,fleet,1,1788,0,Low,True
Canadian Food Inspection Agency,2021-22,facilities,1,350,0,Low,True
Canadian Food Inspection Agency,2021-22,facilities,1,743,0,Low,True
Canadian Food Inspection Agency,2021-22,facilities,1,8349,0,Low,True
Canadian Food Inspection Agency,2021-22,facilities,1,3,0,Low,True
Canadian Food Inspection Agency,2021-22,facilities,1,187276,9,Moderate,True
Canadian Food Inspection Agency,2021-22,facilities,2,8354,0,Low,True
Canadian Food Inspection Agency,2021-22,facilities,2,100145,6,Moderate,True
Canadian Food Inspection Agency,2021-22,fleet,1,764,0,Low,True
Canadian Food Inspection Agency,2021-22,fleet,1,160,0,Low,True
Canadian Food Inspection Agency,2021-22,fleet,1,44032,2,Moderate,True
Canadian Forces Morale and Welfare Services,2021-22,facilities,1,6828,0,Low,True
Canadian Forces Morale and Welfare Services,2021-22,facilities,2,15956,0,Moderate,True
Canadian Space Agency,2021-22,facilities,1,458,0,Low,True
Canadian Space Agency,2021-22,facilities,1,20642,1,Moderate,True
Canadian Space Agency,2021-22,facilities,2,48465,0,Moderate,True
Canadian Space Agency,2021-22,fleet,1,61,0,Low,True
Canadian Space Agency,2021-22,fleet,1,105,0,Low,True
Canadian Space Agency,2021-22,fleet,1,0,0,Low,True
Correctional Service Canada,2021-22,facilities,1,10416,0,Moderate,True
Correctional Service Canada,2021-22,facilities,1,60909,4,Moderate,True
Correctional Service Canada,2021-22,facilities,1,6213,0,Low,True
Correctional Service Canada,2021-22,facilities,1,1425340,72,High,True
Correctional Service Canada,2021-22,facilities,2,716637,31,Moderate,True
Correctional Service Canada,2021-22,fleet,1,921,0,Low,True
Correctional Service Canada,2021-22,fleet,1,14,0,Low,True
Correctional Service Canada,2021-22,fleet,1,87,0,Low,True
Correctional Service Canada,2021-22,fleet,1,166,0,Low,True
Correctional Service Canada,2021-22,fleet,1,25962,1,Moderate,True
Correctional Service Canada,2021-22,fleet,1,0,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,facilities,1,2448,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,facilities,2,839,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,fleet,1,107,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,fleet,1,544,0,Low,True
Employment and Social Development Canada,2021-22,fleet,1,611,0,Low,True
Environment and Climate Change Canada,2021-22,facilities,1,7495,0,Low,True
Environment and Climate Change Canada,2021-22,facilities,1,915,0,Low,True
Environment and Climate Change Canada,2021-22,facilities,1,23378,1,Moderate,True
Environment and Climate Change Canada,2021-22,facilities,1,1586,0,Low,True
Environment and Climate Change Canada,2021-22,facilities,1,122178,6,Moderate,True
Environment and Climate Change Canada,2021-22,facilities,2,99969,2,Moderate,True
Environment and Climate Change Canada,2021-22,fleet,1,10837,0,Moderate,True
Environment and Climate Change Canada,2021-22,fleet,1,85,0,Low,True
Environment and Climate Change Canada,2021-22,fleet,1,556,0,Low,True
Environment and Climate Change Canada,2021-22,fleet,1,25714,1,Moderate,True
Fisheries and Oceans Canada,2021-22,facilities,1,241,0,Low,True
Fisheries and Oceans Canada,2021-22,facilities,1,3387,0,Low,True
Fisheries and Oceans Canada,2021-22,facilities,1,33029,2,Moderate,True
Fisheries and Oceans Canada,2021-22,facilities,1,10178,0,Moderate,True
Fisheries and Oceans Canada,2021-22,facilities,1,88035,4,Moderate,True
Fisheries and Oceans Canada,2021-22,facilities,2,24554,1,Moderate,True
Fisheries and Oceans Canada,2021-22,facilities,2,245791,13,Moderate,True
Fisheries and Oceans Canada,2021-22,fleet,1,29439,2,Moderate,True
Fisheries and Oceans Canada,2021-22,fleet,1,19,0,Low,True
Fisheries and Oceans Canada,2021-22,fleet,1,99,0,Low,True
Fisheries and Oceans Canada,2021-22,fleet,1,963,0,Low,True
Fisheries and Oceans Canada,2021-22,fleet,1,64782,4,Moderate,True
Fisheries and Oceans Canada,2021-22,fleet,1,2,0,Low,True
Health Canada,2021-22,facilities,1,331,0,Low,True
Health Canada,2021-22,facilities,1,34380,1,Moderate,True
Health Canada,2021-22,facilities,2,32075,0,Moderate,True
Health Canada,2021-22,facilities,2,8193,0,Low,True
Health Canada,2021-22,facilities,2,75168,6,Moderate,True
Health Canada,2021-22,facilities,2,80140,0,Moderate,True
Health Canada,2021-22,fleet,1,102,0,Low,True
Health Canada,2021-22,fleet,1,18,0,Low,True
Health Canada,2021-22,fleet,1,3487,0,Low,True
"Immigration, Refugees and Citizenship Canada",2021-22,fleet,1,314,0,Low,True
Indigenous Services Canada,2021-22,facilities,1,2,0,Low,True
Indigenous Services Canada,2021-22,facilities,1,58,0,Low,True
Indigenous Services Canada,2021-22,facilities,2,8920,0,Low,True
Indigenous Services Canada,2021-22,fleet,1,659,0,Low,True
Indigenous Services Canada,2021-22,fleet,1,2,0,Low,True
Indigenous Services Canada,2021-22,fleet,1,127,0,Low,True
Indigenous Services Canada,2021-22,fleet,1,22423,1,Moderate,True
Indigenous Services Canada,2021-22,fleet,1,1,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,facilities,1,153,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,facilities,1,270,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,facilities,1,9300,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,facilities,2,8780,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,546,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,1,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,2,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,20,0,Low,True
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,4558,0,Low,True
Library and Archives Canada,2021-22,facilities,1,46,0,Low,True
Library and Archives Canada,2021-22,facilities,1,52555,2,Moderate,True
Library and Archives Canada,2021-22,facilities,2,46078,0,Moderate,True
National Battlefields Commission,2021-22,facilities,1,249,0,Low,True
National Battlefields Commission,2021-22,facilities,1,3721,0,Low,True
National Battlefields Commission,2021-22,facilities,2,4407,0,Low,True
National Defence,2021-22,facilities,1,289136,19,Moderate,True
National Defence,2021-22,facilities,1,2197,0,Low,True
National Defence,2021-22,facilities,1,4034,0,Low,True
National Defence,2021-22,facilities,1,29733,2,Moderate,True
National Defence,2021-22,facilities,1,492773,35,Moderate,True
National Defence,2021-22,facilities,1,64885,3,Moderate,True
National Defence,2021-22,facilities,1,5915133,295,High,True
National Defence,2021-22,facilities,2,703,0,Low,True
National Defence,2021-22,facilities,2,63684,5,Moderate,True
National Defence,2021-22,facilities,2,3148023,119,High,True
National Defence,2021-22,fleet,1,101,0,Low,True
National Defence,2021-22,fleet,1,182312,13,Moderate,True
National Defence,2021-22,fleet,1,590,0,Low,True
National Defence,2021-22,fleet,1,7181,0,Low,True
National Defence,2021-22,fleet,1,18473,1,Moderate,True
National Defence,2021-22,fleet,1,110391,7,Moderate,True
National Defence,2021-22,fleet,1,797,0,Low,True
National Research Council Canada,2021-22,facilities,1,6289,0,Low,True
National Research Council Canada,2021-22,facilities,1,856,0,Low,True
National Research Council Canada,2021-22,facilities,1,12951,0,Moderate,True
National Research Council Canada,2021-22,facilities,1,4731,0,Low,True
National Research Council Canada,2021-22,facilities,1,468039,23,Moderate,True
National Research Council Canada,2021-22,facilities,2,9582,0,Low,True
National Research Council Canada,2021-22,facilities,2,38648,3,Moderate,True
National Research Council Canada,2021-22,facilities,2,465190,7,Moderate,True
National Research Council Canada,2021-22,fleet,1,12459,0,Moderate,True
National Research Council Canada,2021-22,fleet,1,34,0,Low,True
National Research Council Canada,2021-22,fleet,1,1708,0,Low,True
Natural Resources Canada,2021-22,facilities,1,126,0,Low,True
Natural Resources Canada,2021-22,facilities,1,7335,0,Low,True
Natural Resources Canada,2021-22,facilities,1,1181,0,Low,True
Natural Resources Canada,2021-22,facilities,1,262874,13,Moderate,True
Natural Resources Canada,2021-22,facilities,2,587,0,Low,True
Natural Resources Canada,2021-22,facilities,2,11896,0,Moderate,True
Natural Resources Canada,2021-22,facilities,2,166230,4,Moderate,True
Natural Resources Canada,2021-22,fleet,1,2127,0,Low,True
Natural Resources Canada,2021-22,fleet,1,8,0,Low,True
Natural Resources Canada,2021-22,fleet,1,15,0,Low,True
Natural Resources Canada,2021-22,fleet,1,163,0,Low,True
Natural Resources Canada,2021-22,fleet,1,9145,0,Low,True
Parks Canada,2021-22,facilities,1,13121,0,Moderate,True
Parks Canada,2021-22,facilities,1,38138,2,Moderate,True
Parks Canada,2021-22,facilities,1,49404,3,Moderate,True
Parks Canada,2021-22,facilities,1,91592,4,Moderate,True
Parks Canada,2021-22,facilities,2,187871,8,Moderate,True
Parks Canada,2021-22,fleet,1,66778,4,Moderate,True
Parks Canada,2021-22,fleet,1,27828,1,Moderate,True
Parks Canada,2021-22,fleet,1,39992,2,Moderate,True
Parks Canada,2021-22,fleet,1,78122,5,Moderate,True
Public Health Agency of Canada,2021-22,facilities,1,83,0,Low,True
Public Health Agency of Canada,2021-22,facilities,1,1290,0,Low,True
Public Health Agency of Canada,2021-22,facilities,1,140021,7,Moderate,True
Public Health Agency of Canada,2021-22,facilities,2,76716,0,Moderate,True
Public Safety Canada,2021-22,facilities,1,1383,0,Low,True
Public Safety Canada,2021-22,facilities,1,97717,4,Moderate,True
Public Safety Canada,2021-22,facilities,2,87953,0,Moderate,True
Public Safety Canada,2021-22,fleet,1,151,0,Low,True
Public Services and Procurement Canada,2021-22,facilities,1,144,0,Low,True
Public Services and Procurement Canada,2021-22,facilities,1,64498,4,Moderate,True
Public Services and Procurement Canada,2021-22,facilities,1,17290,1,Moderate,True
Public Services and Procurement Canada,2021-22,facilities,1,922102,46,Moderate,True
Public Services and Procurement Canada,2021-22,facilities,2,335091,0,Moderate,True
Public Services and Procurement Canada,2021-22,facilities,2,61174,5,Moderate,True
Public Services and Procurement Canada,2021-22,facilities,2,505765,42,Moderate,True
Public Services and Procurement Canada,2021-22,facilities,2,2499152,17,High,True
Public Services and Procurement Canada,2021-22,fleet,1,2069,0,Low,True
Public Services and Procurement Canada,2021-22,fleet,1,9,0,Low,True
Public Services and Procurement Canada,2021-22,fleet,1,15,0,Low,True
Public Services and Procurement Canada,2021-22,fleet,1,24,0,Low,True
Public Services and Procurement Canada,2021-22,fleet,1,7403,0,Low,True
Royal Canadian Mounted Police,2021-22,facilities,1,2159,0,Low,True
Royal Canadian Mounted Police,2021-22,facilities,1,18446,1,Moderate,True
Royal Canadian Mounted Police,2021-22,facilities,1,45646,3,Moderate,True
Royal Canadian Mounted Police,2021-22,facilities,1,49987,3,Moderate,True
Royal Canadian Mounted Police,2021-22,facilities,1,322557,16,Moderate,True
Royal Canadian Mounted Police,2021-22,facilities,2,442096,30,Moderate,True
Royal Canadian Mounted Police,2021-22,fleet,1,4440,0,Low,True
Royal Canadian Mounted Police,2021-22,fleet,1,191,0,Low,True
Royal Canadian Mounted Police,2021-22,fleet,1,331,0,Low,True
Royal Canadian Mounted Police,2021-22,fleet,1,25407,1,Moderate,True
Royal Canadian Mounted Police,2021-22,fleet,1,4,0,Low,True
Shared Services Canada,2021-22,facilities,1,3931,0,Low,True
Shared Services Canada,2021-22,facilities,2,55337,0,Moderate,True
Shared Services Canada,2021-22,fleet,1,28,0,Low,True
Shared Services Canada,2021-22,fleet,1,5677,0,Low,True
Transport Canada,2021-22,facilities,1,4523,0,Low,True
Transport Canada,2021-22,facilities,1,23228,1,Moderate,True
Transport Canada,2021-22,facilities,1,4188,0,Low,True
Transport Canada,2021-22,facilities,1,23098,1,Moderate,True
Transport Canada,2021-22,facilities,2,106009,1,Moderate,True
Transport Canada,2021-22,fleet,1,116821,8,Moderate,True
Transport Canada,2021-22,fleet,1,613928,43,Moderate,True
Transport Canada,2021-22,fleet,1,155,0,Low,True
Transport Canada,2021-22,fleet,1,15677,1,Moderate,True
Transport Canada,2021-22,fleet,1,17,0,Low,True
Agriculture and Agri-Food Canada,2022-23,facilities,1,1905,0,Low,True
Agriculture and Agri-Food Canada,2022-23,fleet,1,8830,0,Low,True
Agriculture and Agri-Food Canada,2022-23,fleet,1,20789,1,Moderate,True
Agriculture and Agri-Food Canada,2022-23,facilities,2,54504,4,Moderate,True
Agriculture and Agri-Food Canada,2022-23,facilities,2,412372,19,Moderate,True
Agriculture and Agri-Food Canada,2022-23,facilities,1,29397,2,Moderate,True
Agriculture and Agri-Food Canada,2022-23,fleet,1,19249,1,Moderate,True
Agriculture and Agri-Food Canada,2022-23,facilities,1,430896,21,Moderate,True
Agriculture and Agri-Food Canada,2022-23,facilities,1,1148,0,Low,True
Agriculture and Agri-Food Canada,2022-23,fleet,1,7,0,Low,True
Canada Border Services Agency,2022-23,facilities,1,2303,0,Low,True
Canada Border Services Agency,2022-23,fleet,1,374,0,Low,True
Canada Border Services Agency,2022-23,fleet,1,2190,0,Low,True
Canada Border Services Agency,2022-23,facilities,2,136731,3,Moderate,True
Canada Border Services Agency,2022-23,facilities,1,7341,0,Low,True
Canada Border Services Agency,2022-23,fleet,1,57923,3,Moderate,True
Canada Border Services Agency,2022-23,facilities,1,50078,2,Moderate,True
Canada Border Services Agency,2022-23,facilities,1,3462,0,Low,True
Canada Border Services Agency,2022-23,fleet,1,1,0,Low,True
Canada Revenue Agency,2022-23,fleet,1,1,0,Low,True
Canada Revenue Agency,2022-23,fleet,1,50,0,Low,True
Canada Revenue Agency,2022-23,fleet,1,1851,0,Low,True
Canadian Food Inspection Agency,2022-23,facilities,1,1102,0,Low,True
Canadian Food Inspection Agency,2022-23,fleet,1,707,0,Low,True
Canadian Food Inspection Agency,2022-23,facilities,2,6924,0,Low,True
Canadian Food Inspection Agency,2022-23,facilities,2,104111,6,Moderate,True
Canadian Food Inspection Agency,2022-23,fleet,1,172,0,Low,True
Canadian Food Inspection Agency,2022-23,facilities,1,350,0,Low,True
Canadian Food Inspection Agency,2022-23,facilities,1,8881,0,Low,True
Canadian Food Inspection Agency,2022-23,fleet,1,50093,3,Moderate,True
Canadian Food Inspection Agency,2022-23,facilities,1,167404,8,Moderate,True
Canadian Food Inspection Agency,2022-23,facilities,1,801,0,Low,True
Canadian Forces Morale and Welfare Services,2022-23,facilities,1,32,0,Low,True
Canadian Forces Morale and Welfare Services,2022-23,facilities,2,16540,0,Moderate,True
Canadian Forces Morale and Welfare Services,2022-23,facilities,1,7982,0,Low,True
Canadian Space Agency,2022-23,facilities,1,369,0,Low,True
Canadian Space Agency,2022-23,fleet,1,76,0,Low,True
Canadian Space Agency,2022-23,facilities,2,53273,0,Moderate,True
Canadian Space Agency,2022-23,fleet,1,202,0,Low,True
Canadian Space Agency,2022-23,facilities,1,15591,0,Moderate,True
Canadian Space Agency,2022-23,fleet,1,0,0,Low,True
Correctional Service Canada,2022-23,fleet,1,297,0,Low,True
Correctional Service Canada,2022-23,facilities,1,10972,0,Moderate,True
Correctional Service Canada,2022-23,fleet,1,0,0,Low,True
Correctional Service Canada,2022-23,fleet,1,928,0,Low,True
Correctional Service Canada,2022-23,facilities,2,711617,18,Moderate,True
Correctional Service Canada,2022-23,facilities,1,54990,3,Moderate,True
Correctional Service Canada,2022-23,fleet,1,50734,3,Moderate,True
Correctional Service Canada,2022-23,facilities,1,1389648,70,High,True
Correctional Service Canada,2022-23,facilities,1,7681,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,fleet,1,1,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,facilities,2,944,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,facilities,1,2634,0,Low,True
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,fleet,1,842,0,Low,True
Employment and Social Development Canada,2022-23,fleet,1,2053,0,Low,True
Environment and Climate Change Canada,2022-23,facilities,1,8570,0,Low,True
Environment and Climate Change Canada,2022-23,facilities,1,23249,1,Moderate,True
Environment and Climate Change Canada,2022-23,fleet,1,1321,0,Low,True
Environment and Climate Change Canada,2022-23,fleet,1,10320,0,Moderate,True
Environment and Climate Change Canada,2022-23,facilities,2,96920,2,Moderate,True
Environment and Climate Change Canada,2022-23,facilities,1,750,0,Low,True
Environment and Climate Change Canada,2022-23,fleet,1,30105,2,Moderate,True
Environment and Climate Change Canada,2022-23,facilities,1,116804,5,Moderate,True
Environment and Climate Change Canada,2022-23,facilities,1,1492,0,Low,True
Environment and Climate Change Canada,2022-23,fleet,1,4,0,Low,True
Fisheries and Oceans Canada,2022-23,fleet,1,2405,0,Low,True
Fisheries and Oceans Canada,2022-23,facilities,1,25310,1,Moderate,True
Fisheries and Oceans Canada,2022-23,fleet,1,32699,2,Moderate,True
Fisheries and Oceans Canada,2022-23,facilities,2,20059,1,Moderate,True
Fisheries and Oceans Canada,2022-23,facilities,2,262590,13,Moderate,True
Fisheries and Oceans Canada,2022-23,facilities,1,28,0,Low,True
Fisheries and Oceans Canada,2022-23,facilities,1,30654,2,Moderate,True
Fisheries and Oceans Canada,2022-23,fleet,1,76089,5,Moderate,True
Fisheries and Oceans Canada,2022-23,facilities,1,72696,3,Moderate,True
Fisheries and Oceans Canada,2022-23,facilities,1,8039,0,Low,True
Fisheries and Oceans Canada,2022-23,fleet,1,10,0,Low,True
Health Canada,2022-23,facilities,1,750,0,Low,True
Health Canada,2022-23,fleet,1,45,0,Low,True
Health Canada,2022-23,facilities,2,23154,0,Moderate,True
Health Canada,2022-23,facilities,2,9197,0,Low,True
Health Canada,2022-23,fleet,1,251,0,Low,True
Health Canada,2022-23,facilities,2,46834,3,Moderate,True
Health Canada,2022-23,facilities,2,83335,0,Moderate,True
Health Canada,2022-23,facilities,1,60194,3,Moderate,True
Health Canada,2022-23,fleet,1,3530,0,Low,True
"Immigration, Refugees and Citizenship Canada",2022-23,fleet,1,303,0,Low,True
Indigenous Services Canada,2022-23,fleet,1,136,0,Low,True
Indigenous Services Canada,2022-23,facilities,1,3,0,Low,True
Indigenous Services Canada,2022-23,fleet,1,499,0,Low,True
Indigenous Services Canada,2022-23,facilities,2,12903,0,Moderate,True
Indigenous Services Canada,2022-23,facilities,1,14,0,Low,True
Indigenous Services Canada,2022-23,facilities,1,716,0,Low,True
Indigenous Services Canada,2022-23,fleet,1,25740,1,Moderate,True
Indigenous Services Canada,2022-23,facilities,1,71,0,Low,True
"Innovation, Science and Economic Development Canada",2022-23,fleet,1,122,0,Low,True
"Innovation, Science and Economic Development Canada",2022-23,facilities,1,58,0,Low,True
"Innovation, Science and Economic Development Canada",2022-23,fleet,1,1275,0,Low,True
"Innovation, Science and Economic Development Canada",2022-23,facilities,2,9014,0,Low,True
"Innovation, Science and Economic Development Canada",2022-23,facilities,1,8955,0,Low,True
"Innovation, Science and Economic Development Canada",2022-23,fleet,1,6863,0,Low,True
"Innovation, Science and Economic Development Canada",2022-23,facilities,1,265,0,Low,True
Library and Archives Canada,2022-23,facilities,1,66,0,Low,True
Library and Archives Canada,2022-23,facilities,2,61911,0,Moderate,True
Library and Archives Canada,2022-23,facilities,1,49552,2,Moderate,True
National Battlefields Commission,2022-23,facilities,2,4476,0,Low,True
National Battlefields Commission,2022-23,facilities,1,3349,0,Low,True
National Battlefields Commission,2022-23,facilities,1,223,0,Low,True
National Defence,2022-23,facilities,1,290229,19,Moderate,True
National Defence,2022-23,fleet,1,10,0,Low,True
National Defence,2022-23,fleet,1,24095,1,Moderate,True
National Defence,2022-23,facilities,1,18876,1,Moderate,True
National Defence,2022-23,facilities,2,821,0,Low,True
National Defence,2022-23,fleet,1,171490,12,Moderate,True
National Defence,2022-23,facilities,2,46044,4,Moderate,True
National Defence,2022-23,facilities,2,3078439,123,High,True
National Defence,2022-23,facilities,1,0,0,Low,True
National Defence,2022-23,facilities,1,1955,0,Low,True
National Defence,2022-23,facilities,1,463161,32,Moderate,True
National Defence,2022-23,facilities,1,6005392,298,High,True
National Defence,2022-23,fleet,1,116591,7,Moderate,True
National Defence,2022-23,facilities,1,65916,4,Moderate,True
National Defence,2022-23,fleet,1,650,0,Low,True
National Research Council Canada,2022-23,fleet,1,511,0,Low,True
National Research Council Canada,2022-23,facilities,1,3087,0,Low,True
National Research Council Canada,2022-23,fleet,1,12605,0,Moderate,True
National Research Council Canada,2022-23,facilities,1,1246,0,Low,True
National Research Council Canada,2022-23,facilities,2,8689,0,Low,True
National Research Council Canada,2022-23,fleet,1,15,0,Low,True
